id,value
kubectl,
kubectl.create,
kubectl.create.clusterrole,
kubectl.create.clusterrolebinding,
kubectl.create.configmap,
kubectl.create.deployment,
kubectl.create.job,
kubectl.create.namespace,
kubectl.create.poddisruptionbudget,
kubectl.create.priorityclass,
kubectl.create.quota,
kubectl.create.role,
kubectl.create.rolebinding,
kubectl.create.secret,
kubectl.create.secret.docker-registry,
kubectl.create.secret.generic,
kubectl.create.secret.tls,
kubectl.create.service,
kubectl.create.service.clusterip,
kubectl.create.service.externalname,
kubectl.create.service.loadbalancer,
kubectl.create.service.nodeport,
kubectl.create.serviceaccount,
kubectl.expose,
kubectl.run,
kubectl.set,
kubectl.set.env,
kubectl.set.image,
kubectl.set.resources,
kubectl.set.selector,
kubectl.set.serviceaccount,
kubectl.set.subject,
kubectl.run-container,
kubectl.get,
kubectl.explain,
kubectl.edit,
kubectl.delete,
kubectl.rollout,
kubectl.rollout.history,
kubectl.rollout.pause,
kubectl.rollout.resume,
kubectl.rollout.status,
kubectl.rollout.undo,
kubectl.rolling-update,
kubectl.scale,
kubectl.autoscale,
kubectl.certificate,
kubectl.certificate.approve,
kubectl.certificate.deny,
kubectl.cluster-info,
kubectl.cluster-info.dump,
kubectl.top,
kubectl.top.node,
kubectl.top.pod,
kubectl.cordon,
kubectl.uncordon,
kubectl.drain,
kubectl.taint,
kubectl.describe,
kubectl.logs,
kubectl.attach,
kubectl.exec,
kubectl.port-forward,
kubectl.proxy,
kubectl.cp,
kubectl.auth,
kubectl.auth.can-i,
kubectl.auth.reconcile,
kubectl.apply,
kubectl.apply.edit-last-applied,
kubectl.apply.set-last-applied,
kubectl.apply.view-last-applied,
kubectl.patch,
kubectl.replace,
kubectl.convert,
kubectl.label,
kubectl.annotate,
kubectl.completion,
kubectl.api-versions,
kubectl.config,
kubectl.config.current-context,
kubectl.config.delete-cluster,
kubectl.config.delete-context,
kubectl.config.get-clusters,
kubectl.config.get-contexts,
kubectl.config.rename-context,
kubectl.config.set,
kubectl.config.set-cluster,
kubectl.config.set-context,
kubectl.config.set-credentials,
kubectl.config.unset,
kubectl.config.use-context,
kubectl.config.view,
kubectl.help,
kubectl.plugin,
kubectl.version,
